ID операции;Дата;ID автосервиса;Артикул;Количество, шт.;Тип операции;;;;;
3558;09.11.2023;А14;195;390;Продажа;;;;;
3559;09.11.2023;А19;92;952;Поступление;;;;;
3560;09.11.2023;А9;78;516;Продажа;;;;;
3561;09.11.2023;А14;10;382;Продажа;;;;;
3562;09.11.2023;А10;156;278;Поступление;;;;;
3563;09.11.2023;А4;142;289;Продажа;;;;;
3564;09.11.2023;А14;92;816;Продажа;;;;;
3565;09.11.2023;А7;182;829;Продажа;;;;;
3566;09.11.2023;А17;135;863;Поступление;;;;;
3567;09.11.2023;А4;117;175;Поступление;;;;;
3568;09.11.2023;А16;71;906;Продажа;;;;;
3569;09.11.2023;А8;155;74;Поступление;;;;;
3570;09.11.2023;А7;129;795;Поступление;;;;;
3571;09.11.2023;А13;174;604;Продажа;;;;;
3572;09.11.2023;А13;158;248;Поступление;;;;;
3573;09.11.2023;А4;174;824;Поступление;;;;;
3574;09.11.2023;А19;90;42;Поступление;;;;;
3575;09.11.2023;А8;1;111;Продажа;;;;;
3576;09.11.2023;А20;8;922;Поступление;;;;;
3577;09.11.2023;А19;102;913;Поступление;;;;;
3578;09.11.2023;А5;183;331;Продажа;;;;;
3579;09.11.2023;А12;23;662;Продажа;;;;;
3580;09.11.2023;А10;15;724;Продажа;;;;;
3581;09.11.2023;А3;97;353;Поступление;;;;;
3582;09.11.2023;А18;108;14;Продажа;;;;;
3583;09.11.2023;А17;54;762;Поступление;;;;;
3584;09.11.2023;А10;64;900;Поступление;;;;;
3585;09.11.2023;А1;108;992;Поступление;;;;;
3586;09.11.2023;А10;59;456;Поступление;;;;;
3587;09.11.2023;А5;75;34;Продажа;;;;;
3588;09.11.2023;А20;68;124;Продажа;;;;;
3589;09.11.2023;А16;146;626;Продажа;;;;;
3590;09.11.2023;А16;99;480;Продажа;;;;;
3591;09.11.2023;А17;165;102;Продажа;;;;;
3592;09.11.2023;А8;63;323;Продажа;;;;;
3593;09.11.2023;А8;32;936;Поступление;;;;;
3594;09.11.2023;А20;157;115;Поступление;;;;;
3595;09.11.2023;А16;122;263;Поступление;;;;;
3596;09.11.2023;А12;129;189;Продажа;;;;;
3597;09.11.2023;А20;195;381;Поступление;;;;;
3598;09.11.2023;А5;170;414;Продажа;;;;;
3599;09.11.2023;А2;62;195;Продажа;;;;;
3600;09.11.2023;А17;109;364;Продажа;;;;;
3601;09.11.2023;А18;26;547;Поступление;;;;;
3602;09.11.2023;А13;64;850;Поступление;;;;;
3603;09.11.2023;А14;78;703;Продажа;;;;;
3604;09.11.2023;А20;100;267;Продажа;;;;;
3605;09.11.2023;А15;125;914;Продажа;;;;;
3606;09.11.2023;А18;189;366;Поступление;;;;;
3607;09.11.2023;А16;101;301;Поступление;;;;;
3608;09.11.2023;А20;52;656;Поступление;;;;;
3609;09.11.2023;А15;176;252;Продажа;;;;;
3610;09.11.2023;А20;138;450;Поступление;;;;;
3611;09.11.2023;А10;178;546;Продажа;;;;;
3612;09.11.2023;А11;24;107;Поступление;;;;;
3613;09.11.2023;А18;188;870;Продажа;;;;;
3614;09.11.2023;А11;177;615;Поступление;;;;;
3615;09.11.2023;А16;157;362;Продажа;;;;;
3616;09.11.2023;А19;33;658;Поступление;;;;;
3617;09.11.2023;А16;88;909;Продажа;;;;;
3618;09.11.2023;А11;48;888;Продажа;;;;;
3619;09.11.2023;А10;85;966;Продажа;;;;;
3620;09.11.2023;А12;131;746;Поступление;;;;;
3621;09.11.2023;А19;143;253;Поступление;;;;;
3622;09.11.2023;А11;73;977;Продажа;;;;;
3623;09.11.2023;А14;192;403;Продажа;;;;;
3624;09.11.2023;А12;88;445;Поступление;;;;;
3625;09.11.2023;А6;158;84;Поступление;;;;;
3626;09.11.2023;А10;78;810;Продажа;;;;;
3627;09.11.2023;А3;61;46;Продажа;;;;;
3628;09.11.2023;А11;157;803;Продажа;;;;;
3629;09.11.2023;А6;168;485;Продажа;;;;;
3630;09.11.2023;А1;47;695;Продажа;;;;;
3631;09.11.2023;А5;141;54;Продажа;;;;;
3632;09.11.2023;А19;73;853;Продажа;;;;;
3633;09.11.2023;А19;89;533;Поступление;;;;;
3634;09.11.2023;А18;3;47;Поступление;;;;;
3635;09.11.2023;А4;14;231;Поступление;;;;;
3636;10.11.2023;А2;107;734;Продажа;;;;;
3637;10.11.2023;А7;124;882;Продажа;;;;;
3638;10.11.2023;А2;58;570;Поступление;;;;;
3639;10.11.2023;А13;139;20;Поступление;;;;;
3640;10.11.2023;А19;4;698;Продажа;;;;;
3641;10.11.2023;А7;8;236;Продажа;;;;;
3642;10.11.2023;А18;89;314;Поступление;;;;;
3643;10.11.2023;А5;143;798;Поступление;;;;;
3644;10.11.2023;А4;44;527;Продажа;;;;;
3645;10.11.2023;А13;30;994;Продажа;;;;;
3646;10.11.2023;А12;70;340;Продажа;;;;;
3647;10.11.2023;А6;32;507;Продажа;;;;;
3648;10.11.2023;А5;71;494;Поступление;;;;;
3649;10.11.2023;А16;138;974;Поступление;;;;;
3650;10.11.2023;А15;3;25;Продажа;;;;;
3651;10.11.2023;А6;24;226;Продажа;;;;;
3652;10.11.2023;А5;81;294;Поступление;;;;;
3653;10.11.2023;А18;132;317;Продажа;;;;;
3654;10.11.2023;А9;164;30;Продажа;;;;;
3655;10.11.2023;А6;66;916;Поступление;;;;;
3656;10.11.2023;А11;73;925;Поступление;;;;;
3657;10.11.2023;А10;49;205;Продажа;;;;;
3658;10.11.2023;А20;125;292;Продажа;;;;;
3659;10.11.2023;А13;185;73;Продажа;;;;;
3660;10.11.2023;А5;41;425;Продажа;;;;;
3661;10.11.2023;А7;184;565;Поступление;;;;;
3662;10.11.2023;А6;47;130;Продажа;;;;;
3663;10.11.2023;А10;143;376;Продажа;;;;;
3664;10.11.2023;А5;156;518;Продажа;;;;;
3665;10.11.2023;А15;129;580;Продажа;;;;;
3666;10.11.2023;А9;189;765;Продажа;;;;;
3667;10.11.2023;А20;140;878;Поступление;;;;;
3668;10.11.2023;А3;8;619;Продажа;;;;;
3669;10.11.2023;А16;147;558;Продажа;;;;;
3670;10.11.2023;А20;161;318;Продажа;;;;;
3671;10.11.2023;А5;132;466;Продажа;;;;;
3672;10.11.2023;А9;119;695;Продажа;;;;;
3673;10.11.2023;А19;127;712;Продажа;;;;;
3674;11.11.2023;А18;7;158;Продажа;;;;;
3675;11.11.2023;А8;26;855;Поступление;;;;;
3676;11.11.2023;А18;193;305;Поступление;;;;;
3677;11.11.2023;А16;174;241;Продажа;;;;;
3678;11.11.2023;А5;96;468;Продажа;;;;;
3679;11.11.2023;А16;155;846;Поступление;;;;;
3680;11.11.2023;А20;70;34;Поступление;;;;;
3681;11.11.2023;А3;103;165;Продажа;;;;;
3682;11.11.2023;А1;174;975;Поступление;;;;;
3683;11.11.2023;А9;84;905;Продажа;;;;;
3684;11.11.2023;А6;40;165;Продажа;;;;;
3685;11.11.2023;А20;46;651;Продажа;;;;;
3686;11.11.2023;А10;49;272;Поступление;;;;;
3687;11.11.2023;А7;18;272;Продажа;;;;;
3688;11.11.2023;А20;174;205;Продажа;;;;;
3689;11.11.2023;А1;105;210;Поступление;;;;;
3690;11.11.2023;А3;154;137;Продажа;;;;;
3691;11.11.2023;А16;190;769;Поступление;;;;;
3692;11.11.2023;А13;102;961;Продажа;;;;;
3693;11.11.2023;А11;92;462;Продажа;;;;;
3694;11.11.2023;А4;122;90;Поступление;;;;;
3695;11.11.2023;А1;23;54;Продажа;;;;;
3696;11.11.2023;А17;195;316;Поступление;;;;;
3697;11.11.2023;А8;149;141;Продажа;;;;;
3698;11.11.2023;А9;134;162;Продажа;;;;;
3699;11.11.2023;А8;81;493;Поступление;;;;;
3700;11.11.2023;А16;198;313;Поступление;;;;;
3701;11.11.2023;А15;154;436;Продажа;;;;;
3702;11.11.2023;А2;138;579;Продажа;;;;;
3703;11.11.2023;А10;109;653;Поступление;;;;;
3704;11.11.2023;А7;8;332;Поступление;;;;;
3705;11.11.2023;А13;83;202;Поступление;;;;;
3706;11.11.2023;А17;198;30;Поступление;;;;;
3707;11.11.2023;А7;16;779;Поступление;;;;;
3708;11.11.2023;А14;86;173;Поступление;;;;;
3709;11.11.2023;А17;90;294;Поступление;;;;;
3710;11.11.2023;А13;20;171;Поступление;;;;;
3711;11.11.2023;А5;145;968;Поступление;;;;;
3712;11.11.2023;А8;191;51;Поступление;;;;;
3713;11.11.2023;А15;139;549;Продажа;;;;;
3714;11.11.2023;А5;107;527;Продажа;;;;;
3715;11.11.2023;А8;45;70;Поступление;;;;;
3716;11.11.2023;А20;102;498;Продажа;;;;;
3717;11.11.2023;А8;12;278;Поступление;;;;;
3718;11.11.2023;А9;48;950;Поступление;;;;;
3719;11.11.2023;А8;66;746;Продажа;;;;;
3720;11.11.2023;А5;118;257;Продажа;;;;;
3721;11.11.2023;А9;173;293;Поступление;;;;;
3722;11.11.2023;А3;188;481;Поступление;;;;;
3723;11.11.2023;А13;66;455;Продажа;;;;;
3724;11.11.2023;А7;11;358;Поступление;;;;;
3725;11.11.2023;А17;136;995;Продажа;;;;;
3726;11.11.2023;А7;136;201;Продажа;;;;;
3727;11.11.2023;А2;200;115;Продажа;;;;;
3728;11.11.2023;А3;36;97;Поступление;;;;;
3729;11.11.2023;А20;70;698;Продажа;;;;;
3730;11.11.2023;А14;79;742;Поступление;;;;;
3731;11.11.2023;А19;104;46;Продажа;;;;;
3732;11.11.2023;А6;59;934;Продажа;;;;;
3733;11.11.2023;А3;200;738;Поступление;;;;;
3734;11.11.2023;А14;196;434;Поступление;;;;;
3735;11.11.2023;А17;192;630;Продажа;;;;;
3736;11.11.2023;А17;5;298;Поступление;;;;;
3737;11.11.2023;А7;191;144;Продажа;;;;;
3738;11.11.2023;А12;104;412;Продажа;;;;;
3739;11.11.2023;А18;2;867;Продажа;;;;;
3740;11.11.2023;А15;99;584;Продажа;;;;;
3741;11.11.2023;А11;76;894;Продажа;;;;;
3742;11.11.2023;А3;122;22;Поступление;;;;;
3743;11.11.2023;А13;85;350;Поступление;;;;;
3744;11.11.2023;А13;84;175;Поступление;;;;;
3745;11.11.2023;А3;97;784;Продажа;;;;;
3746;11.11.2023;А7;186;262;Поступление;;;;;
3747;11.11.2023;А8;52;397;Поступление;;;;;
3748;11.11.2023;А10;4;552;Продажа;;;;;
3749;12.11.2023;А16;18;934;Поступление;;;;;
3750;12.11.2023;А3;105;335;Поступление;;;;;
3751;12.11.2023;А2;130;318;Продажа;;;;;
3752;12.11.2023;А19;63;515;Поступление;;;;;
3753;12.11.2023;А1;114;601;Продажа;;;;;
3754;12.11.2023;А9;110;253;Продажа;;;;;
3755;12.11.2023;А5;142;129;Продажа;;;;;
3756;12.11.2023;А6;37;974;Продажа;;;;;
3757;12.11.2023;А20;27;795;Поступление;;;;;
3758;12.11.2023;А19;197;913;Продажа;;;;;
3759;12.11.2023;А9;105;651;Продажа;;;;;
3760;12.11.2023;А15;144;577;Продажа;;;;;
3761;12.11.2023;А3;196;820;Поступление;;;;;
3762;12.11.2023;А8;118;80;Продажа;;;;;
3763;12.11.2023;А9;103;813;Продажа;;;;;
3764;12.11.2023;А19;129;659;Продажа;;;;;
3765;12.11.2023;А3;62;558;Продажа;;;;;
3766;12.11.2023;А20;147;881;Продажа;;;;;
3767;12.11.2023;А13;192;631;Поступление;;;;;
3768;12.11.2023;А14;97;795;Продажа;;;;;
3769;12.11.2023;А20;131;370;Поступление;;;;;
3770;12.11.2023;А6;50;478;Продажа;;;;;
3771;12.11.2023;А17;47;732;Продажа;;;;;
3772;12.11.2023;А5;106;883;Продажа;;;;;
3773;12.11.2023;А20;60;35;Продажа;;;;;
3774;12.11.2023;А15;193;622;Поступление;;;;;
3775;12.11.2023;А10;158;143;Поступление;;;;;
3776;12.11.2023;А10;148;716;Поступление;;;;;
3777;12.11.2023;А14;4;938;Продажа;;;;;
3778;12.11.2023;А14;121;365;Продажа;;;;;
3779;12.11.2023;А14;198;561;Продажа;;;;;
3780;12.11.2023;А7;102;111;Продажа;;;;;
3781;12.11.2023;А14;113;784;Продажа;;;;;
3782;12.11.2023;А8;89;364;Продажа;;;;;
3783;12.11.2023;А19;143;807;Поступление;;;;;
3784;12.11.2023;А12;155;918;Продажа;;;;;
3785;12.11.2023;А20;86;712;Поступление;;;;;
3786;12.11.2023;А13;87;168;Поступление;;;;;
3787;12.11.2023;А13;186;329;Продажа;;;;;
3788;12.11.2023;А14;156;282;Продажа;;;;;
3789;12.11.2023;А11;125;160;Продажа;;;;;
3790;12.11.2023;А14;148;677;Продажа;;;;;
3791;12.11.2023;А4;145;677;Продажа;;;;;
3792;12.11.2023;А6;177;528;Продажа;;;;;
3793;12.11.2023;А4;172;113;Продажа;;;;;
3794;12.11.2023;А10;151;252;Поступление;;;;;
3795;12.11.2023;А9;16;292;Продажа;;;;;
3796;12.11.2023;А8;190;390;Поступление;;;;;
3797;12.11.2023;А17;102;859;Поступление;;;;;
3798;12.11.2023;А4;198;472;Поступление;;;;;
3799;12.11.2023;А17;11;560;Продажа;;;;;
3800;12.11.2023;А4;10;807;Поступление;;;;;
3801;12.11.2023;А17;39;965;Поступление;;;;;
3802;12.11.2023;А18;7;906;Продажа;;;;;
3803;12.11.2023;А6;137;926;Продажа;;;;;
3804;12.11.2023;А14;185;262;Продажа;;;;;
3805;12.11.2023;А17;3;31;Поступление;;;;;
3806;12.11.2023;А2;62;884;Поступление;;;;;
3807;12.11.2023;А9;89;375;Поступление;;;;;
3808;12.11.2023;А8;9;258;Продажа;;;;;
3809;13.11.2023;А5;162;141;Продажа;;;;;
3810;13.11.2023;А17;27;570;Поступление;;;;;
3811;13.11.2023;А19;34;785;Поступление;;;;;
3812;13.11.2023;А3;18;171;Поступление;;;;;
3813;13.11.2023;А16;10;68;Продажа;;;;;
3814;13.11.2023;А10;146;275;Поступление;;;;;
3815;13.11.2023;А8;49;316;Продажа;;;;;
3816;13.11.2023;А5;63;916;Поступление;;;;;
3817;13.11.2023;А17;33;650;Продажа;;;;;
3818;13.11.2023;А4;188;265;Продажа;;;;;
3819;13.11.2023;А3;6;873;Поступление;;;;;
3820;13.11.2023;А20;49;813;Поступление;;;;;
3821;13.11.2023;А18;10;94;Поступление;;;;;
3822;13.11.2023;А13;76;780;Продажа;;;;;
3823;13.11.2023;А3;183;87;Продажа;;;;;
3824;13.11.2023;А8;18;200;Поступление;;;;;
3825;13.11.2023;А10;14;700;Поступление;;;;;
3826;13.11.2023;А19;127;346;Поступление;;;;;
3827;13.11.2023;А15;184;73;Продажа;;;;;
3828;13.11.2023;А18;87;170;Поступление;;;;;
3829;13.11.2023;А2;198;652;Поступление;;;;;
3830;13.11.2023;А4;66;393;Продажа;;;;;
3831;13.11.2023;А6;158;132;Продажа;;;;;
3832;13.11.2023;А9;30;481;Поступление;;;;;
3833;13.11.2023;А10;116;777;Продажа;;;;;
3834;13.11.2023;А11;115;931;Продажа;;;;;
3835;13.11.2023;А18;28;544;Продажа;;;;;
3836;13.11.2023;А5;38;238;Продажа;;;;;
3837;13.11.2023;А16;106;808;Поступление;;;;;
3838;13.11.2023;А17;76;907;Поступление;;;;;
3839;13.11.2023;А12;135;174;Продажа;;;;;
3840;13.11.2023;А18;115;406;Поступление;;;;;
3841;13.11.2023;А20;150;383;Продажа;;;;;
3842;14.11.2023;А1;2;103;Поступление;;;;;
3843;14.11.2023;А15;197;880;Поступление;;;;;
3844;14.11.2023;А6;166;120;Поступление;;;;;
3845;14.11.2023;А9;176;136;Поступление;;;;;
3846;14.11.2023;А1;15;835;Продажа;;;;;
3847;14.11.2023;А8;61;481;Продажа;;;;;
3848;14.11.2023;А9;134;661;Поступление;;;;;
3849;14.11.2023;А17;190;866;Поступление;;;;;
3850;14.11.2023;А4;93;962;Поступление;;;;;
3851;14.11.2023;А16;182;911;Продажа;;;;;
3852;14.11.2023;А3;4;600;Поступление;;;;;
3853;14.11.2023;А7;23;840;Продажа;;;;;
3854;14.11.2023;А16;15;164;Продажа;;;;;
3855;14.11.2023;А1;20;462;Продажа;;;;;
3856;14.11.2023;А17;178;746;Продажа;;;;;
3857;14.11.2023;А18;57;36;Поступление;;;;;
3858;14.11.2023;А9;97;749;Продажа;;;;;
3859;14.11.2023;А2;71;506;Поступление;;;;;
3860;14.11.2023;А20;179;747;Продажа;;;;;
3861;14.11.2023;А6;137;950;Продажа;;;;;
3862;15.11.2023;А20;129;754;Продажа;;;;;
3863;15.11.2023;А15;183;146;Поступление;;;;;
3864;15.11.2023;А1;75;834;Поступление;;;;;
3865;15.11.2023;А19;159;262;Поступление;;;;;
3866;15.11.2023;А16;107;780;Продажа;;;;;
3867;15.11.2023;А9;50;633;Поступление;;;;;
3868;15.11.2023;А5;53;143;Продажа;;;;;
3869;15.11.2023;А5;19;585;Продажа;;;;;
3870;15.11.2023;А14;144;798;Поступление;;;;;
3871;15.11.2023;А3;59;574;Продажа;;;;;
3872;15.11.2023;А13;118;613;Поступление;;;;;
3873;15.11.2023;А11;160;298;Поступление;;;;;
3874;15.11.2023;А16;16;142;Продажа;;;;;
3875;15.11.2023;А16;34;567;Продажа;;;;;
3876;15.11.2023;А16;173;326;Поступление;;;;;
3877;15.11.2023;А1;176;520;Продажа;;;;;
3878;15.11.2023;А15;102;645;Продажа;;;;;
3879;15.11.2023;А16;168;503;Поступление;;;;;
3880;15.11.2023;А4;80;295;Поступление;;;;;
3881;15.11.2023;А3;73;898;Продажа;;;;;
3882;15.11.2023;А14;153;665;Поступление;;;;;
3883;15.11.2023;А3;21;792;Продажа;;;;;
3884;15.11.2023;А12;11;477;Продажа;;;;;
3885;15.11.2023;А9;120;627;Поступление;;;;;
3886;15.11.2023;А7;106;978;Продажа;;;;;
3887;15.11.2023;А14;48;568;Продажа;;;;;
3888;15.11.2023;А9;144;293;Продажа;;;;;
3889;15.11.2023;А19;116;609;Поступление;;;;;
3890;15.11.2023;А13;84;459;Продажа;;;;;
3891;15.11.2023;А19;42;50;Продажа;;;;;
3892;15.11.2023;А5;68;625;Поступление;;;;;
3893;15.11.2023;А2;85;421;Продажа;;;;;
3894;15.11.2023;А5;22;628;Поступление;;;;;
3895;15.11.2023;А2;125;718;Продажа;;;;;
3896;15.11.2023;А7;9;430;Продажа;;;;;
3897;15.11.2023;А3;126;230;Продажа;;;;;
3898;15.11.2023;А3;41;707;Поступление;;;;;
3899;15.11.2023;А10;154;563;Поступление;;;;;
3900;15.11.2023;А11;160;957;Продажа;;;;;
3901;15.11.2023;А5;165;349;Продажа;;;;;
3902;15.11.2023;А10;64;417;Продажа;;;;;
3903;15.11.2023;А14;197;610;Поступление;;;;;
3904;15.11.2023;А20;4;71;Поступление;;;;;
3905;15.11.2023;А16;107;169;Поступление;;;;;
3906;15.11.2023;А17;72;169;Продажа;;;;;
3907;15.11.2023;А1;68;258;Продажа;;;;;
3908;15.11.2023;А11;147;217;Поступление;;;;;
3909;15.11.2023;А19;96;459;Продажа;;;;;
3910;15.11.2023;А11;182;459;Поступление;;;;;
3911;15.11.2023;А20;129;50;Продажа;;;;;
3912;16.11.2023;А12;164;95;Продажа;;;;;
3913;16.11.2023;А18;59;281;Поступление;;;;;
3914;16.11.2023;А7;60;177;Поступление;;;;;
3915;16.11.2023;А10;8;816;Продажа;;;;;
3916;16.11.2023;А7;136;127;Поступление;;;;;
3917;16.11.2023;А16;103;183;Продажа;;;;;
3918;16.11.2023;А16;146;417;Поступление;;;;;
3919;16.11.2023;А8;24;214;Поступление;;;;;
3920;16.11.2023;А13;172;524;Продажа;;;;;
3921;16.11.2023;А7;157;174;Поступление;;;;;
3922;16.11.2023;А13;171;384;Поступление;;;;;
3923;16.11.2023;А15;159;318;Поступление;;;;;
3924;16.11.2023;А2;36;200;Продажа;;;;;
3925;16.11.2023;А19;69;883;Поступление;;;;;
3926;16.11.2023;А6;55;821;Поступление;;;;;
3927;16.11.2023;А6;19;591;Продажа;;;;;
3928;16.11.2023;А1;113;839;Поступление;;;;;
3929;16.11.2023;А19;82;483;Поступление;;;;;
3930;16.11.2023;А9;61;770;Продажа;;;;;
3931;16.11.2023;А9;60;784;Продажа;;;;;
3932;16.11.2023;А15;3;447;Поступление;;;;;
3933;16.11.2023;А6;79;734;Продажа;;;;;
3934;16.11.2023;А18;151;49;Поступление;;;;;
3935;16.11.2023;А13;139;702;Поступление;;;;;
3936;16.11.2023;А7;155;895;Поступление;;;;;
3937;16.11.2023;А6;20;801;Поступление;;;;;
3938;16.11.2023;А12;136;370;Поступление;;;;;
3939;16.11.2023;А9;100;391;Поступление;;;;;
3940;16.11.2023;А11;99;778;Поступление;;;;;
3941;16.11.2023;А1;198;523;Продажа;;;;;
3942;16.11.2023;А20;115;229;Поступление;;;;;
3943;16.11.2023;А8;17;692;Продажа;;;;;
3944;16.11.2023;А7;80;518;Поступление;;;;;
3945;16.11.2023;А8;122;971;Продажа;;;;;
3946;16.11.2023;А16;158;170;Продажа;;;;;
3947;16.11.2023;А4;118;97;Продажа;;;;;
3948;16.11.2023;А13;162;131;Поступление;;;;;
3949;16.11.2023;А12;60;806;Поступление;;;;;
3950;16.11.2023;А18;27;355;Поступление;;;;;
3951;16.11.2023;А13;181;232;Поступление;;;;;
3952;16.11.2023;А1;186;972;Поступление;;;;;
3953;16.11.2023;А5;18;218;Поступление;;;;;
3954;16.11.2023;А2;97;873;Продажа;;;;;
3955;16.11.2023;А8;174;570;Поступление;;;;;
3956;16.11.2023;А2;13;992;Продажа;;;;;
3957;16.11.2023;А8;126;370;Поступление;;;;;
3958;16.11.2023;А2;197;919;Поступление;;;;;
3959;16.11.2023;А18;79;229;Продажа;;;;;
3960;16.11.2023;А2;177;782;Продажа;;;;;
3961;16.11.2023;А17;193;151;Поступление;;;;;
3962;16.11.2023;А6;119;241;Продажа;;;;;
3963;16.11.2023;А1;107;225;Продажа;;;;;
3964;16.11.2023;А1;16;681;Продажа;;;;;
3965;16.11.2023;А7;13;74;Продажа;;;;;
3966;16.11.2023;А13;174;716;Продажа;;;;;
3967;16.11.2023;А1;31;453;Поступление;;;;;
3968;16.11.2023;А4;21;191;Продажа;;;;;
3969;17.11.2023;А16;170;494;Продажа;;;;;
3970;17.11.2023;А4;92;195;Продажа;;;;;
3971;17.11.2023;А2;163;867;Продажа;;;;;
3972;17.11.2023;А16;124;34;Продажа;;;;;
3973;17.11.2023;А13;6;550;Продажа;;;;;
3974;17.11.2023;А16;112;216;Поступление;;;;;
3975;17.11.2023;А15;72;733;Поступление;;;;;
3976;17.11.2023;А8;135;253;Продажа;;;;;
3977;17.11.2023;А16;104;482;Поступление;;;;;
3978;17.11.2023;А9;196;711;Продажа;;;;;
3979;17.11.2023;А20;153;782;Поступление;;;;;
3980;17.11.2023;А14;159;21;Поступление;;;;;
3981;17.11.2023;А8;179;600;Поступление;;;;;
3982;17.11.2023;А16;132;523;Поступление;;;;;
3983;17.11.2023;А17;185;334;Продажа;;;;;
3984;17.11.2023;А2;87;391;Продажа;;;;;
3985;17.11.2023;А2;191;187;Продажа;;;;;
3986;17.11.2023;А14;113;383;Продажа;;;;;
3987;17.11.2023;А15;15;262;Поступление;;;;;
3988;17.11.2023;А2;84;400;Поступление;;;;;
3989;17.11.2023;А9;22;536;Поступление;;;;;
3990;17.11.2023;А20;28;442;Поступление;;;;;
3991;17.11.2023;А9;71;603;Поступление;;;;;
3992;17.11.2023;А6;143;468;Поступление;;;;;
3993;17.11.2023;А15;140;322;Поступление;;;;;
3994;17.11.2023;А3;96;656;Продажа;;;;;
3995;17.11.2023;А5;98;534;Продажа;;;;;
3996;17.11.2023;А5;182;920;Поступление;;;;;
3997;17.11.2023;А2;55;726;Продажа;;;;;
3998;17.11.2023;А11;95;765;Продажа;;;;;
3999;17.11.2023;А8;191;411;Продажа;;;;;
4000;17.11.2023;А12;3;852;Поступление;;;;;
4001;17.11.2023;А7;61;14;Продажа;;;;;
4002;17.11.2023;А6;8;538;Поступление;;;;;
4003;17.11.2023;А11;98;567;Поступление;;;;;
4004;17.11.2023;А4;184;514;Продажа;;;;;
4005;17.11.2023;А7;172;160;Поступление;;;;;
4006;17.11.2023;А17;74;901;Продажа;;;;;
4007;17.11.2023;А8;180;679;Поступление;;;;;
4008;17.11.2023;А12;175;805;Поступление;;;;;
4009;17.11.2023;А8;11;995;Поступление;;;;;
4010;17.11.2023;А13;137;692;Поступление;;;;;
4011;17.11.2023;А1;149;663;Поступление;;;;;
4012;17.11.2023;А17;92;817;Поступление;;;;;
4013;17.11.2023;А13;31;971;Продажа;;;;;
4014;17.11.2023;А15;66;29;Поступление;;;;;
4015;17.11.2023;А5;137;264;Поступление;;;;;
4016;17.11.2023;А2;7;406;Продажа;;;;;
4017;17.11.2023;А4;177;790;Поступление;;;;;
4018;17.11.2023;А5;114;968;Продажа;;;;;
4019;17.11.2023;А19;74;730;Продажа;;;;;
4020;17.11.2023;А20;149;34;Поступление;;;;;
4021;17.11.2023;А6;187;74;Продажа;;;;;
4022;17.11.2023;А15;177;363;Поступление;;;;;
4023;17.11.2023;А17;92;915;Продажа;;;;;
4024;17.11.2023;А4;161;48;Продажа;;;;;
4025;17.11.2023;А12;173;359;Поступление;;;;;
4026;17.11.2023;А20;20;668;Поступление;;;;;
4027;17.11.2023;А4;38;77;Поступление;;;;;
4028;17.11.2023;А15;15;532;Продажа;;;;;
4029;17.11.2023;А5;90;710;Поступление;;;;;
4030;17.11.2023;А8;77;593;Продажа;;;;;
4031;17.11.2023;А12;67;555;Поступление;;;;;
4032;18.11.2023;А8;144;529;Продажа;;;;;
4033;18.11.2023;А12;169;562;Поступление;;;;;
4034;18.11.2023;А18;5;516;Поступление;;;;;
4035;18.11.2023;А12;1;484;Поступление;;;;;
4036;18.11.2023;А11;60;197;Продажа;;;;;
4037;18.11.2023;А10;169;595;Поступление;;;;;
4038;18.11.2023;А3;93;851;Поступление;;;;;
4039;18.11.2023;А18;168;406;Продажа;;;;;
4040;18.11.2023;А14;8;833;Продажа;;;;;
4041;18.11.2023;А1;106;159;Продажа;;;;;
4042;18.11.2023;А5;1;871;Продажа;;;;;
4043;18.11.2023;А8;109;177;Продажа;;;;;
4044;18.11.2023;А6;45;420;Продажа;;;;;
4045;18.11.2023;А18;193;679;Поступление;;;;;
4046;18.11.2023;А16;109;338;Поступление;;;;;
4047;18.11.2023;А11;48;61;Поступление;;;;;
4048;18.11.2023;А7;138;36;Поступление;;;;;
4049;18.11.2023;А9;56;92;Поступление;;;;;
4050;18.11.2023;А8;169;498;Продажа;;;;;
4051;18.11.2023;А5;166;306;Поступление;;;;;
4052;18.11.2023;А12;46;393;Продажа;;;;;
4053;18.11.2023;А10;133;499;Продажа;;;;;
4054;18.11.2023;А6;77;170;Поступление;;;;;
4055;18.11.2023;А16;81;744;Поступление;;;;;
4056;18.11.2023;А7;107;674;Продажа;;;;;
4057;18.11.2023;А19;137;83;Поступление;;;;;
4058;18.11.2023;А3;89;355;Продажа;;;;;
4059;18.11.2023;А3;150;987;Поступление;;;;;
4060;18.11.2023;А1;123;817;Поступление;;;;;
4061;18.11.2023;А1;101;754;Поступление;;;;;
4062;18.11.2023;А8;197;688;Продажа;;;;;
4063;18.11.2023;А3;36;740;Поступление;;;;;
4064;18.11.2023;А2;81;242;Продажа;;;;;
4065;18.11.2023;А8;8;703;Поступление;;;;;
4066;18.11.2023;А17;151;544;Продажа;;;;;
4067;18.11.2023;А4;127;591;Поступление;;;;;
4068;18.11.2023;А8;172;471;Продажа;;;;;
4069;18.11.2023;А12;87;137;Продажа;;;;;
4070;18.11.2023;А4;143;154;Продажа;;;;;
4071;18.11.2023;А1;114;466;Продажа;;;;;
4072;18.11.2023;А2;152;672;Поступление;;;;;
4073;18.11.2023;А7;179;770;Поступление;;;;;
4074;18.11.2023;А15;181;98;Поступление;;;;;
